QuestionID,Category,QuestionType,FolderName,Question,Option1,Option2,Option3,Option4,CorrectIndex,Explanantion
Q_0031,Speed Quiz,Image,IMG_001,Welches Tier ist auf dem Bild zu sehen?,Fuchs,Roter Panda,Waschbär,Katze,2,Das Bild zeigt einen roten Panda.
Q_0032,Speed Quiz,Image,IMG_002,Welche Frucht wird gezeigt?,Litschi,Papaya,Guave,Drachenfrucht,4,Das ist Drachenfrucht.
Q_0033,Speed Quiz,Image,IMG_003,Welches Objekt ist das?,Uhr,Kompass,Tachometer,Stoppuhr,4,Das Objekt ist eine Stoppuhr.
Q_0034,Speed Quiz,Image,IMG_004,Welcher Vogel ist abgebildet?,Pfau,Schwan,Papagei,Truthahn,1,Der Vogel ist ein Pfau.
Q_0035,Speed Quiz,Image,IMG_005,Welches Fahrzeug wird angezeigt?,Gleitschirm,Drohne,Hubschrauber,Heißluftballon,4,Das ist ein Heißluftballon.
Q_0036,Speed Quiz,Image,IMG_006,Welches Instrument wird angezeigt?,Ukulele,Gitarre,Cello,Violine,4,Das Instrument ist eine Geige.
Q_0037,Speed Quiz,Image,IMG_007,Welches Tier wird gezeigt?,Koala,Panda,Faultier,Tragen,1,Das Tier ist ein Koala.
Q_0038,Speed Quiz,Image,IMG_008,Welches Werkzeug wird angezeigt?,Hammer,Gesehen,Zange,Schlüssel,4,Das Werkzeug ist ein Schraubenschlüssel.
Q_0039,Speed Quiz,Image,IMG_009,Welche Wetterlage wird angezeigt?,Blitz,Regen,Schnee,Nebel,1,Das Bild zeigt einen Blitz.
Q_0040,Speed Quiz,Image,IMG_010,Welches Meerestier ist abgebildet?,Tintenfisch,Krabbe,Oktopus,Qualle,3,Die Kreatur ist ein Oktopus.
Q_0041,Speed Quiz,Image,IMG_011,Welche Frucht wird angezeigt?,Mango,Kiwi,Avocado,Birne,3,Das ist eine Avocado.
Q_0042,Speed Quiz,Image,IMG_012,Welches Tier wird gezeigt?,Wallaby,Reh,Antilope,Känguru,4,Das Tier ist ein Känguru.
Q_0043,Speed Quiz,Image,IMG_013,Welches Objekt ist das?,Uhr,Sanduhr,Kompass,Timer,2,Das ist eine Sanduhr.
Q_0044,Speed Quiz,Image,IMG_014,Welches Reptil wird angezeigt?,Leguan,Eidechse,Gecko,Chamäleon,4,Das Reptil ist ein Chamäleon.
Q_0045,Speed Quiz,Image,IMG_015,Welches Werkzeug wird angezeigt?,Winkelmesser,Kompass,Herrscher,Bandmaß,4,Das ist ein Maßband.
Q_0046,Speed Quiz,Image,IMG_016,Welches Tier wird gezeigt?,Igel,Mol,Gürteltier,Stachelschwein,1,Das Tier ist ein Igel.
Q_0047,Speed Quiz,Image,IMG_017,Welches Objekt wird angezeigt?,Erde,Karte,Ball,Globus,4,Das ist ein Globus.
Q_0048,Speed Quiz,Image,IMG_018,Welche Frucht wird angezeigt?,Trauben,Brombeeren,Johannisbeeren,Blaubeeren,4,Das sind Blaubeeren.
Q_0049,Speed Quiz,Image,IMG_019,Welches Tier wird gezeigt?,Storch,Reiher,Kran,Flamingo,4,Der Vogel ist ein Flamingo.
Q_0050,Speed Quiz,Image,IMG_020,Welches Instrument wird angezeigt?,Conga,Bongo,Trommel,Tabla,3,Das ist eine Trommel.
Q_0051,Speed Quiz,Image,IMG_021,Welches Tier wird gezeigt?,Lama,Schaf,Alpaka,Kamel,3,Das Tier ist ein Alpaka.
Q_0052,Speed Quiz,Image,IMG_022,Welches Objekt ist das?,Mikroskop,Periskop,Teleskop,Fernglas,1,Das ist ein Mikroskop.
Q_0053,Speed Quiz,Image,IMG_023,Welche Frucht wird angezeigt?,Granatapfel,Guave,Apfel,Pflaume,1,Das ist ein Granatapfel.
Q_0054,Speed Quiz,Image,IMG_024,Welches Tier wird gezeigt?,Koala,Affe,Lemur,Faultier,4,Das Tier ist ein Faultier.
Q_0055,Speed Quiz,Image,IMG_025,Welches Objekt wird angezeigt?,Höhenmesser,Uhr,Kompass,Thermometer,3,Das ist ein Kompass.
Q_0056,Speed Quiz,Image,IMG_026,Welches Tier wird gezeigt?,Igel,Mol,Stachelschwein,Gürteltier,4,Das Tier ist ein Gürteltier.
Q_0057,Speed Quiz,Image,IMG_027,Welche Frucht wird angezeigt?,Kokosnuss,Brotfrucht,Papaya,Melone,1,Das ist eine Kokosnuss.
Q_0058,Speed Quiz,Image,IMG_028,Welches Werkzeug wird angezeigt?,Schere,Klemme,Zange,Zange,3,Das Werkzeug ist eine Zange.
Q_0059,Speed Quiz,Image,IMG_029,Welcher Vogel ist abgebildet?,Adler,Falke,Falke,Eule,4,Der Vogel ist eine Eule.
Q_0060,Speed Quiz,Image,IMG_030,Welches Tier wird gezeigt?,Otter,Frettchen,Erdmännchen,Präriehund,3,Das Tier ist ein Erdmännchen.
Q_0061,Geo Explorer,Text,GE_01,Was ist die Hauptstadt Japans?,Peking,Kyoto,Tokio,Seoul,3,Tokyo is the capital of Japan.
Q_0062,Geo Explorer,Text,GE_02,Was ist die Hauptstadt Indiens?,Mumbai,Chennai,Neu-Delhi,Kalkutta,3,Neu-Delhi ist die Hauptstadt Indiens.
Q_0063,Geo Explorer,Text,GE_03,Welcher Fluss ist der längste in Indien?,Godavari,Ganga,Brahmaputra,Yamuna,2,Der Ganga ist der längste Fluss Indiens.
Q_0064,Geo Explorer,Text,GE_04,Welches Land ist als das Land der aufgehenden Sonne bekannt?,Thailand,Japan,China,Korea,2,Japan wird das Land der aufgehenden Sonne genannt.
Q_0065,Geo Explorer,Text,GE_05,Welche Bergkette trennt Indien und China?,Rockies,Anden,Alpen,Himalaya,4,Der Himalaya trennt Indien und China.
Q_0066,Geo Explorer,Text,GE_06,Welche Wüste liegt hauptsächlich in Indien?,Gobi,Thar,Kalahari,Sahara,2,The Thar Desert is in India.
Q_0067,Geo Explorer,Text,GE_07,Welches asiatische Land hat die größte Bevölkerung?,China,Japan,Indonesien,Indien,1,China hat die größte Bevölkerung.
Q_0068,Geo Explorer,Text,GE_08,Welcher indische Bundesstaat hat die längste Küste?,Gujarat,Andhra Pradesh,Tamil Nadu,Kerala,1,Gujarat hat die längste Küste.
Q_0069,Geo Explorer,Text,GE_09,In welchem ​​Land liegt Nepal?,Europa,Afrika,Asien,Australien,3,Nepal liegt in Asien.
Q_0070,Geo Explorer,Text,GE_10,Welche Stadt ist als Finanzhauptstadt Indiens bekannt?,Chennai,Bengaluru,Delhi,Mumbai,4,Mumbai ist Indiens Finanzhauptstadt.
Q_0071,Geo Explorer,Text,GE_11,Welcher Fluss fließt durch Bangladesch und Indien?,Euphrat,Tigris,Indus,Brahmaputra,4,Der Brahmaputra fließt durch Indien und Bangladesch.
Q_0072,Geo Explorer,Text,GE_12,Welches Meer liegt südlich von Indien?,Rotes Meer,Kaspisches Meer,Mittelmeer,Arabisches Meer,4,Das Arabische Meer liegt südlich von Indien.
Q_0073,Geo Explorer,Text,GE_13,Welchem ​​Land liegt Sri Lanka am nächsten?,Indien,Indonesien,Malaysia,Thailand,1,Sri Lanka liegt in der Nähe von Indien.
Q_0074,Geo Explorer,Text,GE_14,Welches asiatische Land hat Bangkok als Hauptstadt?,Vietnam,Laos,Thailand,Kambodscha,3,Bangkok ist die Hauptstadt Thailands.
Q_0075,Geo Explorer,Text,GE_15,Zu welchem ​​Kontinent gehört Indien?,Afrika,Asien,Europa,Australien,2,Indien ist Teil Asiens.
Q_0076,Geo Explorer,Text,GE_16,Welches Land hat den Eiffelturm?,Spanien,Frankreich,Italien,Deutschland,2,Der Eiffelturm steht in Frankreich.
Q_0077,Geo Explorer,Text,GE_17,Welcher Ozean ist der größte der Welt?,indisch,Arktis,atlantisch,Pazifik,4,Der Pazifische Ozean ist der größte.
Q_0078,Geo Explorer,Text,GE_18,Welche Stadt ist als Big Apple bekannt?,Los Angeles,Chicago,New York,Boston,3,New York wird der Big Apple genannt.
Q_0079,Geo Explorer,Text,GE_19,Welches Land hat die Chinesische Mauer?,China,Indien,Mongolei,Japan,1,Die Chinesische Mauer liegt in China.
Q_0080,Geo Explorer,Text,GE_20,Auf welchem ​​Kontinent liegt Ägypten?,Australien,Afrika,Asien,Europa,2,Ägypten liegt in Afrika.
Q_0081,Geo Explorer,Text,GE_21,Welches Land hat Rom als Hauptstadt?,Italien,Spanien,Portugal,Frankreich,1,Rom ist die Hauptstadt Italiens.
Q_0082,Geo Explorer,Text,GE_22,Welcher Fluss fließt durch Paris?,Donau,Themse,Rhein,Seine,4,Die Seine fließt durch Paris.
Q_0083,Geo Explorer,Text,GE_23,Welcher Kontinent ist der kälteste?,Antarktis,Afrika,Asien,Europa,1,Die Antarktis ist der kälteste Kontinent.
Q_0084,Geo Explorer,Text,GE_24,Welches Land hat die Form eines Stiefels?,Spanien,Italien,Frankreich,Griechenland,2,Italien sieht aus wie ein Stiefel.
Q_0085,Geo Explorer,Text,GE_25,Welches Land ist auch als Down Under bekannt?,Argentinien,Südafrika,Neuseeland,Australien,4,Australien heißt Down Under.
Q_0086,Geo Explorer,Text,GE_26,Welcher Ozean liegt westlich von Afrika?,Pazifik,atlantisch,Arktis,indisch,2,Der Atlantische Ozean liegt westlich von Afrika.
Q_0087,Geo Explorer,Text,GE_27,Welche Stadt ist berühmt für die Freiheitsstatue?,Rom,Paris,New York,Washington D.C,3,Die Freiheitsstatue steht in New York.
Q_0088,Geo Explorer,Text,GE_28,Welches Land hat die meisten Inseln?,Japan,Schweden,Philippinen,Indonesien,2,Schweden hat die meisten Inseln.
Q_0089,Geo Explorer,Text,GE_29,Welches Land hat Canberra als Hauptstadt?,Neuseeland,Kanada,Vereinigtes Königreich,Australien,4,Canberra ist die Hauptstadt Australiens.
Q_0090,Geo Explorer,Text,GE_30,Welcher Kontinent hat die meisten Länder?,Afrika,Südamerika,Asien,Europa,1,Afrika hat die meisten Länder.
Q_0091,Geo Explorer,Image,IMG_031,Welches Wahrzeichen wird angezeigt?,Taj Mahal,Rotes Fort,Qutub Minar,Tor zu Indien,1,Das ist das Taj Mahal.
Q_0092,Geo Explorer,Image,IMG_032,Welche Länderkarte wird angezeigt?,Australien,Neuseeland,Argentinien,Südafrika,1,Die Karte zeigt Australien.
Q_0093,Geo Explorer,Image,IMG_033,Welche Skyline der Stadt wird angezeigt?,New York,Chicago,Boston,Los Angeles,1,Das ist New York City.
Q_0094,Geo Explorer,Image,IMG_034,Welche Wüste wird gezeigt?,Gobi,Thar,Atacama,Sahara,3,Das ist die Atacama-Wüste.
Q_0095,Geo Explorer,Image,IMG_035,Welcher Berg ist abgebildet?,Kilimandscharo,Everest,Fuji,Denali,1,Das ist der Kilimandscharo.
Q_0096,Geo Explorer,Image,IMG_036,Welche Landesflagge wird angezeigt?,Schweiz,Dänemark,Österreich,Kanada,4,Dies ist Kanadas Flagge.
Q_0097,Geo Explorer,Image,IMG_037,Welcher Fluss wird angezeigt?,Amazonas,Nil,Indus,Jangtse,2,Das ist der Nil.
Q_0098,Geo Explorer,Image,IMG_038,Welches Wahrzeichen wird angezeigt?,Kolosseum,Hafenbrücke,Marina Bay Sands,Opernhaus,4,Dies ist das Sydney Opera House.
Q_0099,Geo Explorer,Image,IMG_039,Welche Kontinentkarte wird angezeigt?,Asien,Südamerika,Afrika,Europa,2,Das ist Südamerika.
Q_0100,Geo Explorer,Image,IMG_040,Welche Länderübersicht wird angezeigt?,Südafrika,Simbabwe,Botswana,Namibia,1,Das ist Südafrika.
Q_0101,Geo Explorer,Image,IMG_041,Welche Stadt wird angezeigt?,Rom,Madrid,Wien,Paris,4,Das ist Paris.
Q_0102,Geo Explorer,Image,IMG_042,Welcher Vulkan ist abgebildet?,Vesuv,Krakatau,Fuji,Ätna,4,Das ist der Ätna.
Q_0103,Geo Explorer,Image,IMG_043,Welcher Wasserfall wird angezeigt?,Angel Falls,Victoriafälle,Iguazu-Wasserfälle,Niagarafälle,4,Das sind die Niagarafälle.
Q_0104,Geo Explorer,Image,IMG_044,Welche Länderkarte wird angezeigt?,Vietnam,Korea,China,Japan,4,Das ist Japan.
Q_0105,Geo Explorer,Image,IMG_045,Welcher Inselstaat wird angezeigt?,Island,Schottland,Grönland,Irland,1,Das ist Island.
Q_0106,Geo Explorer,Image,IMG_046,Welche Skyline der Stadt wird angezeigt?,Tokio,Shanghai,Seoul,Osaka,1,Das ist Tokio.
Q_0107,Geo Explorer,Image,IMG_047,Welche Wüste wird gezeigt?,Kalahari,Mojave,Sahara,Gobi,4,Das ist die Wüste Gobi.
Q_0108,Geo Explorer,Image,IMG_048,Welches Gebirge ist abgebildet?,Rockies,Anden,Himalaya,Alpen,2,Das sind die Anden.
Q_0109,Geo Explorer,Image,IMG_049,Welches Flussdelta ist dargestellt?,Nil,Amazonas,Mekong,Ganges,4,Das ist das Gangesdelta.
Q_0110,Geo Explorer,Image,IMG_050,Welche Länderübersicht wird angezeigt?,Norwegen,Schweden,Dänemark,Finnland,1,Das ist Norwegen.
Q_0111,Geo Explorer,Image,IMG_051,Welches Wahrzeichen wird angezeigt?,Akropolis,Forum,Pantheon,Kolosseum,4,Das ist das Kolosseum.
Q_0112,Geo Explorer,Image,IMG_052,Welche Stadt wird angezeigt?,Abu Dhabi,Dubai,Riad,Doha,2,Das ist Dubai.
Q_0113,Geo Explorer,Image,IMG_053,Welches Meer ist abgebildet?,Ostsee,Mittelmeer,Schwarzes Meer,Rotes Meer,2,Das ist das Mittelmeer.
Q_0114,Geo Explorer,Image,IMG_054,Welche Insel wird angezeigt?,Phuket,Lombok,Java,Bali,4,Das ist Bali.
Q_0115,Geo Explorer,Image,IMG_055,Welche Länderkarte wird angezeigt?,Uruguay,Chile,Paraguay,Argentinien,4,Das ist Argentinien.
Q_0116,Geo Explorer,Image,IMG_056,Welcher Berg ist abgebildet?,Eiger,Jungfrau,Mont Blanc,Matterhorn,4,This is the Matterhorn.
Q_0117,Geo Explorer,Image,IMG_057,Welches Wahrzeichen wird angezeigt?,Angkor Wat,Chichén Itzá,Machu Picchu,Petra,4,Das ist Petra.
Q_0118,Geo Explorer,Image,IMG_058,Welcher Fluss wird angezeigt?,Wolga,Donau,Rhein,Seine,2,Das ist die Donau.
Q_0119,Geo Explorer,Image,IMG_059,Welche Länderübersicht wird angezeigt?,Kolumbien,Peru,Mexiko,Bolivien,3,Das ist Mexiko.
Q_0120,Geo Explorer,Image,IMG_060,Welche Stadt wird angezeigt?,Manchester,London,Dublin,Edinburgh,2,Das ist London.
Q_0121,Geo Explorer,Video,VID_001,Welches Land wird in diesem Video gezeigt?,Deutschland,Italien,Frankreich,Spanien,3,Die richtige Antwort ist Frankreich.
Q_0122,Geo Explorer,Video,VID_002,In welchem ​​Land befindet sich dieses Wahrzeichen?,Mongolei,Korea,Japan,China,4,Die richtige Antwort ist China.
Q_0123,Geo Explorer,Video,VID_003,Welche indische Stadt kommt in diesem Video vor?,Lucknow,Agra,Delhi,Jaipur,2,Die richtige Antwort ist Agra.
Q_0124,Geo Explorer,Video,VID_004,Zu welchem ​​Land gehört diese Stadtsilhouette?,Australien,Kanada,Vereinigtes Königreich,USA,4,Die richtige Antwort ist USA.
Q_0125,Geo Explorer,Video,VID_005,In welcher Stadt steht der Eiffelturm?,Madrid,Rom,Paris,Berlin,3,Die richtige Antwort ist Paris.
Q_0126,Geo Explorer,Video,VID_006,Welches antike Bauwerk ist hier abgebildet?,Kolosseum,Forum,Pantheon,Akropolis,1,Die richtige Antwort ist Kolosseum.
Q_0127,Geo Explorer,Video,VID_007,In welcher Stadt steht die Freiheitsstatue?,New York,Boston,Philadelphia,Washington D.C,1,Die richtige Antwort ist New York.
Q_0128,Geo Explorer,Video,VID_008,Machu Picchu liegt in welchem ​​Land?,Chile,Bolivien,Peru,Ecuador,3,Die richtige Antwort ist Peru.
Q_0129,Geo Explorer,Video,VID_009,In welchem ​​Land ist Petra eine antike Stadt?,Irak,Ägypten,Jordanien,Iran,3,Die richtige Antwort ist Jordan.
Q_0130,Geo Explorer,Video,VID_010,Diese Statue überblickt welche brasilianische Stadt?,São Paulo,Salvador,Brasilia,Rio de Janeiro,4,Die richtige Antwort ist Rio de Janeiro.
Q_0131,Geo Explorer,Video,VID_011,Welches Naturwunder ist hier abgebildet?,Iguazu-Wasserfälle,Victoriafälle,Angel Falls,Niagarafälle,4,Die richtige Antwort ist Niagarafälle.
Q_0132,Geo Explorer,Video,VID_012,Der Mount Everest liegt an der Grenze zwischen Nepal und welchem ​​Land?,Pakistan,Indien,Bhutan,China,4,Die richtige Antwort ist China.
Q_0133,Geo Explorer,Video,VID_013,In welcher Stadt steht dieses ikonische Gebäude?,Perth,Melbourne,Sydney,Auckland,3,Die richtige Antwort ist Sydney.
Q_0134,Geo Explorer,Video,VID_014,In welcher Stadt befindet sich die Golden Gate Bridge?,Seattle,Los Angeles,San Francisco,San Diego,3,Die richtige Antwort ist San Francisco.
Q_0135,Geo Explorer,Video,VID_015,Welche asiatische Stadtsilhouette ist hier abgebildet?,Peking,Seoul,Tokio,Shanghai,3,Die richtige Antwort ist Tokio.
Q_0136,Geo Explorer,Video,VID_016,In welcher Stadt liegt der Burj Khalifa?,Abu Dhabi,Dubai,Doha,Riad,2,Die richtige Antwort ist Dubai.
Q_0137,Geo Explorer,Video,VID_017,Welche europäische Stadt ist für diese Kanäle berühmt?,Amsterdam,Brügge,Venedig,Kopenhagen,3,Die richtige Antwort ist Venedig.
Q_0138,Geo Explorer,Video,VID_018,Angkor Wat liegt in welchem ​​Land?,Laos,Kambodscha,Thailand,Vietnam,2,Die richtige Antwort ist Kambodscha.
Q_0139,Geo Explorer,Video,VID_019,Das Great Barrier Reef liegt vor der Küste welchen Landes?,Philippinen,Indonesien,Australien,Malaysia,3,Die richtige Antwort ist Australien.
Q_0140,Geo Explorer,Video,VID_020,Auf welchem ​​Kontinent liegt dieser Regenwald hauptsächlich?,Südamerika,Asien,Afrika,Australien,1,Die richtige Antwort ist Südamerika.
Q_0141,Geo Explorer,Video,VID_021,Welcher berühmte Canyon ist das?,Yellowstone,Grand Canyon,Yosemite,Zion,2,Es ist der Grand Canyon in den USA.
Q_0142,Geo Explorer,Video,VID_022,In welchem ​​Land stehen diese Pyramiden?,Peru,Mexiko,Sudan,Ägypten,4,Es handelt sich um die Pyramiden von Gizeh in Ägypten.
Q_0143,Geo Explorer,Video,VID_023,Wie heißt dieser alte Steinkreis?,Avebury,Carnac,Newgrange,Stonehenge,4,Es ist Stonehenge in Großbritannien.
Q_0144,Geo Explorer,Video,VID_024,Welcher ikonische Berg ist hier abgebildet?,Mount Everest,Berg Fuji,Kilimandscharo,Matterhorn,2,Es ist der Berg Fuji in Japan.
Q_0145,Geo Explorer,Video,VID_025,Welcher Wasserfall ist als „Der donnernde Rauch“ bekannt?,Niagarafälle,Angel Falls,Iguazu-Wasserfälle,Victoriafälle,4,Es sind die Victoriafälle.
Q_0146,Geo Explorer,Video,VID_026,In welchem ​​Land liegt diese weiß getünchte Inselstadt?,Griechenland,Truthahn,Italien,Spanien,1,Es ist Santorini in Griechenland.
Q_0147,Geo Explorer,Video,VID_027,Identifizieren Sie diesen kaiserlichen Palastkomplex.,Verbotene Stadt,Große Mauer,Sommerpalast,Tempel des Himmels,1,Es ist die Verbotene Stadt in Peking.
Q_0148,Geo Explorer,Video,VID_028,Wo befindet sich dieses segelförmige Hotel?,Dubai,Abu Dhabi,Manama,Doha,1,Es ist das Burj Al Arab in Dubai.
Q_0149,Geo Explorer,Video,VID_029,In welcher Stadt gibt es dieses Gebäude mit der Spitze eines Bootes?,Singapur,Hongkong,Kuala Lumpur,Bangkok,1,Es ist Marina Bay Sands in Singapur.
Q_0150,Geo Explorer,Video,VID_030,In welcher Stadt steht dieser Wolkenkratzer „The Shard“?,New York,Toronto,London,Paris,3,Es ist The Shard in London.
Q_0151,Geo Explorer,Audio,AUD_001,Zu welchem ​​Land gehört diese Nationalhymne?,Spanien,Italien,Deutschland,Frankreich,4,Der Ton repräsentiert die Nationalhymne Frankreichs.
Q_0152,Geo Explorer,Audio,AUD_002,Zu welchem ​​Land gehört diese Nationalhymne?,Thailand,Südkorea,Japan,China,3,Der Ton repräsentiert die Nationalhymne Japans.
Q_0153,Geo Explorer,Audio,AUD_003,Hier erklingt die Nationalhymne welches Landes?,Indien,Nepal,Sri Lanka,Bangladesch,1,Der Ton repräsentiert die Nationalhymne Indiens.
Q_0154,Geo Explorer,Audio,AUD_004,Zu welchem ​​Land gehört diese Nationalhymne?,USA,Australien,Vereinigtes Königreich,Kanada,1,Der Ton repräsentiert die Nationalhymne der USA.
Q_0155,Geo Explorer,Audio,AUD_005,Zu welchem ​​Land gehört diese Nationalhymne?,Australien,Irland,Neuseeland,Vereinigtes Königreich,4,Der Ton repräsentiert die Nationalhymne des Vereinigten Königreichs.
Q_0156,Geo Explorer,Audio,AUD_006,Hier erklingt die Nationalhymne welches Landes?,Deutschland,Schweiz,Polen,Österreich,1,Der Ton repräsentiert die Nationalhymne Deutschlands.
Q_0157,Geo Explorer,Audio,AUD_007,Zu welchem ​​Land gehört diese Nationalhymne?,Italien,Spanien,Griechenland,Portugal,1,Der Ton repräsentiert die Nationalhymne Italiens.
Q_0158,Geo Explorer,Audio,AUD_008,Zu welchem ​​Land gehört diese Nationalhymne?,Spanien,Mexiko,Argentinien,Portugal,1,Der Ton repräsentiert die Nationalhymne Spaniens.
Q_0159,Geo Explorer,Audio,AUD_009,Hier erklingt die Nationalhymne welches Landes?,USA,Frankreich,Vereinigtes Königreich,Kanada,4,Der Ton repräsentiert die Nationalhymne Kanadas.
Q_0160,Geo Explorer,Audio,AUD_010,Zu welchem ​​Land gehört diese Nationalhymne?,Neuseeland,Australien,Südafrika,Kanada,2,Der Ton repräsentiert die Nationalhymne Australiens.
Q_0161,Geo Explorer,Audio,AUD_011,Zu welchem ​​Land gehört diese Nationalhymne?,Vietnam,Korea,Japan,China,4,Der Ton repräsentiert die Nationalhymne Chinas.
Q_0162,Geo Explorer,Audio,AUD_012,Hier erklingt die Nationalhymne welches Landes?,Chile,Argentinien,Brasilien,Kolumbien,3,Der Ton repräsentiert die Nationalhymne Brasiliens.
Q_0163,Geo Explorer,Audio,AUD_013,Zu welchem ​​Land gehört diese Nationalhymne?,Polen,Russland,Ukraine,Weißrussland,2,Der Ton repräsentiert die Nationalhymne Russlands.
Q_0164,Geo Explorer,Audio,AUD_014,Zu welchem ​​Land gehört diese Nationalhymne?,Nordkorea,Japan,Südkorea,China,3,Der Ton repräsentiert die Nationalhymne Südkoreas.
Q_0165,Geo Explorer,Audio,AUD_015,Hier erklingt die Nationalhymne welches Landes?,Mexiko,Spanien,Argentinien,Kolumbien,1,Der Ton repräsentiert die Nationalhymne Mexikos.
