QuestionID,Category,QuestionType,FolderName,Question,Option1,Option2,Option3,Option4,CorrectIndex,Explanantion
Q_0036,Speed Quiz,Image,IMG_006,Какой инструмент изображен?,Гавайская гитара,Гитара,Виолончель,Скрипка,4,Инструмент – скрипка.
Q_0037,Speed Quiz,Image,IMG_007,Какое животное изображено?,Коала,Панда,Лень,Медведь,1,Животное — коала.
Q_0038,Speed Quiz,Image,IMG_008,Какой инструмент изображен?,Молоток,Пила,Плоскогубцы,гаечный ключ,4,Инструмент – гаечный ключ.
Q_0039,Speed Quiz,Image,IMG_009,Какие погодные условия показаны?,Молния,Дождь,Снег,Туман,1,На изображении изображена молния.
Q_0040,Speed Quiz,Image,IMG_010,Какое морское существо изображено?,Кальмар,Краб,Осьминог,Медуза,3,Существо — осьминог.
Q_0041,Speed Quiz,Image,IMG_011,Какой фрукт изображен?,манго,киви,Авокадо,Груша,3,Это авокадо.
Q_0042,Speed Quiz,Image,IMG_012,Какое животное изображено?,Валлаби,Олень,Антилопа,Кенгуру,4,Животное – кенгуру.
Q_0043,Speed Quiz,Image,IMG_013,Что это за объект?,Часы,Песочные часы,Компас,Таймер,2,Это песочные часы.
Q_0044,Speed Quiz,Image,IMG_014,Какая рептилия изображена?,Игуана,Ящерица,Геккон,Хамелеон,4,Рептилия – хамелеон.
Q_0045,Speed Quiz,Image,IMG_015,Какой инструмент изображен?,Транспортир,Компас,Правитель,Рулетка,4,Это рулетка.
Q_0046,Speed Quiz,Image,IMG_016,Какое животное изображено?,Ежик,Крот,Броненосец,Дикобраз,1,Животное — ёжик.
Q_0047,Speed Quiz,Image,IMG_017,Какой объект изображен?,Земля,Карта,Мяч,Глобус,4,Это глобус.
Q_0048,Speed Quiz,Image,IMG_018,Какой фрукт изображен?,Виноград,Ежевика,Смородина,Черника,4,Это черника.
Q_0049,Speed Quiz,Image,IMG_019,Какое животное изображено?,Аист,Цапля,Кран,Фламинго,4,Птица – фламинго.
Q_0050,Speed Quiz,Image,IMG_020,Какой инструмент изображен?,Конга,Bongo,Барабан,Табла,3,Это барабан.
Q_0051,Speed Quiz,Image,IMG_021,Какое животное изображено?,Лама,Овца,Альпака,Верблюд,3,Животное — альпака.
Q_0052,Speed Quiz,Image,IMG_022,Что это за объект?,Микроскоп,Перископ,Телескоп,Бинокль,1,Это микроскоп.
Q_0053,Speed Quiz,Image,IMG_023,Какой фрукт изображен?,Гранат,Гуава,Яблоко,слива,1,Это гранат.
Q_0054,Speed Quiz,Image,IMG_024,Какое животное изображено?,Коала,Обезьяна,Лемур,Лень,4,Животное – ленивец.
Q_0055,Speed Quiz,Image,IMG_025,Какой объект изображен?,Альтиметр,Часы,Компас,Термометр,3,Это компас.
Q_0056,Speed Quiz,Image,IMG_026,Какое животное изображено?,Ежик,Крот,Дикобраз,Броненосец,4,Животное — броненосец.
Q_0057,Speed Quiz,Image,IMG_027,Какой фрукт изображен?,Кокос,Хлебное дерево,Папайя,Дыня,1,Это кокос.
Q_0058,Speed Quiz,Image,IMG_028,Какой инструмент изображен?,Ножницы,Зажим,Плоскогубцы,Щипцы,3,Инструмент – плоскогубцы.
Q_0059,Speed Quiz,Image,IMG_029,Which bird is shown?,Орел,Ястреб,Сокол,Сова,4,Птица – сова.
Q_0060,Speed Quiz,Image,IMG_030,Какое животное изображено?,Выдра,Хорек,Сурикат,Луговая собачка,3,Животное — сурикат.
Q_0061,Geo Explorer,Text,GE_01,Какая столица Японии?,Пекин,Киото,Токио,Сеул,3,Токио – столица Японии.
Q_0062,Geo Explorer,Text,GE_02,Какая столица Индии?,Мумбаи,Ченнаи,Нью-Дели,Калькутта,3,Нью-Дели – столица Индии.
Q_0063,Geo Explorer,Text,GE_03,Какая река в Индии самая длинная?,Годавари,Ганга,Брахмапутра,Ямуна,2,Ганга – самая длинная река Индии.
Q_0064,Geo Explorer,Text,GE_04,Какую страну называют Страной восходящего солнца?,Таиланд,Япония,Китай,Корея,2,Японию называют Страной восходящего солнца.
Q_0065,Geo Explorer,Text,GE_05,Какой горный массив разделяет Индию и Китай?,Скалистые горы,Анды,Альпы,Гималаи,4,Гималаи разделяют Индию и Китай.
Q_0066,Geo Explorer,Text,GE_06,Какая пустыня расположена преимущественно на территории Индии?,Гоби,Тар,Калахари,Сахара,2,Пустыня Тар находится в Индии.
Q_0067,Geo Explorer,Text,GE_07,В какой азиатской стране самое большое население?,Китай,Япония,Индонезия,Индия,1,В Китае самое большое население.
Q_0068,Geo Explorer,Text,GE_08,Какой индийский штат имеет самую длинную береговую линию?,Гуджарат,Андхра-Прадеш,Тамил Наду,Керала,1,Гуджарат имеет самую длинную береговую линию.
Q_0069,Geo Explorer,Text,GE_09,В какой стране находится Непал?,Европа,Африка,Азия,Австралия,3,Непал расположен в Азии.
Q_0070,Geo Explorer,Text,GE_10,Какой город известен как финансовая столица Индии?,Ченнаи,Бангалор,Дели,Мумбаи,4,Мумбаи – финансовая столица Индии.
Q_0071,Geo Explorer,Text,GE_11,Какая река протекает через Бангладеш и Индию?,Евфрат,Тигр,Инд,Брахмапутра,4,Брахмапутра протекает через Индию и Бангладеш.
Q_0072,Geo Explorer,Text,GE_12,Какое море лежит к югу от Индии?,Красное море,Каспийское море,Средиземное море,Аравийское море,4,Аравийское море лежит к югу от Индии.
Q_0073,Geo Explorer,Text,GE_13,Какая страна ближе всего к Шри-Ланке?,Индия,Индонезия,Малайзия,Таиланд,1,Шри-Ланка находится недалеко от Индии.
Q_0074,Geo Explorer,Text,GE_14,Столицей какой азиатской страны является Бангкок?,Вьетнам,Лаос,Таиланд,Камбоджа,3,Бангкок – столица Таиланда.
Q_0075,Geo Explorer,Text,GE_15,Частью какого континента является Индия?,Африка,Азия,Европа,Австралия,2,Индия является частью Азии.
Q_0076,Geo Explorer,Text,GE_16,В какой стране есть Эйфелева башня?,Испания,Франция,Италия,Германия,2,Эйфелева башня находится во Франции.
Q_0077,Geo Explorer,Text,GE_17,Какой океан самый большой в мире?,Индийский,Арктика,Атлантический,Тихий океан,4,The Pacific Ocean is the largest.
Q_0078,Geo Explorer,Text,GE_18,Какой город называют Большим Яблоком?,Лос-Анджелес,Чикаго,Нью-Йорк,Бостон,3,Нью-Йорк называют Большим Яблоком.
Q_0079,Geo Explorer,Text,GE_19,В какой стране есть Великая стена?,Китай,Индия,Монголия,Япония,1,Великая стена находится в Китае.
Q_0080,Geo Explorer,Text,GE_20,На каком континенте находится Египет?,Австралия,Африка,Азия,Европа,2,Египет находится в Африке.
Q_0081,Geo Explorer,Text,GE_21,Столицей какой страны является Рим?,Италия,Испания,Португалия,Франция,1,Рим – столица Италии.
Q_0082,Geo Explorer,Text,GE_22,Какая река протекает через Париж?,Дунай,Темза,Рейн,Сена,4,Сена протекает через Париж.
Q_0083,Geo Explorer,Text,GE_23,Какой континент самый холодный?,Антарктида,Африка,Азия,Европа,1,Антарктида – самый холодный континент.
Q_0084,Geo Explorer,Text,GE_24,Какая страна имеет форму сапога?,Испания,Италия,Франция,Греция,2,Италия похожа на сапог.
Q_0085,Geo Explorer,Text,GE_25,Какая страна также известна как Down Under?,Аргентина,ЮАР,Новая Зеландия,Австралия,4,Австралия называется Down Under.
Q_0086,Geo Explorer,Text,GE_26,Какой океан лежит к западу от Африки?,Тихий океан,Атлантический,Арктика,Индийский,2,The Atlantic Ocean lies west of Africa.
Q_0087,Geo Explorer,Text,GE_27,Какой город знаменит статуей Свободы?,Рим,Париж,Нью-Йорк,"Вашингтон, округ Колумбия",3,Статуя Свободы находится в Нью-Йорке.
Q_0088,Geo Explorer,Text,GE_28,В какой стране больше всего островов?,Япония,Швеция,Филиппины,Индонезия,2,В Швеции больше всего островов.
Q_0089,Geo Explorer,Text,GE_29,Столица какой страны — Канберра?,Новая Зеландия,Канада,Великобритания,Австралия,4,Канберра – столица Австралии.
Q_0090,Geo Explorer,Text,GE_30,На каком континенте больше всего стран?,Африка,Южная Америка,Азия,Европа,1,В Африке больше всего стран.
Q_0091,Geo Explorer,Image,IMG_031,Какой ориентир изображен?,Тадж-Махал,Красный Форт,Кутуб Минар,Ворота Индии,1,Это Тадж-Махал.
Q_0092,Geo Explorer,Image,IMG_032,Карта какой страны изображена?,Австралия,Новая Зеландия,Аргентина,ЮАР,1,Карта — Австралия.
Q_0093,Geo Explorer,Image,IMG_033,Горизонт какого города изображен?,Нью-Йорк,Чикаго,Бостон,Лос-Анджелес,1,Это Нью-Йорк.
Q_0094,Geo Explorer,Image,IMG_034,Какая пустыня изображена?,Гоби,Тар,Атакама,Сахара,3,This is the Atacama Desert.
Q_0095,Geo Explorer,Image,IMG_035,Какая гора изображена?,Килиманджаро,Эверест,Фудзи,Денали,1,Это гора Килиманджаро.
Q_0096,Geo Explorer,Image,IMG_036,Флаг какой страны изображен?,Швейцария,Дания,Австрия,Канада,4,Это флаг Канады.
Q_0097,Geo Explorer,Image,IMG_037,Какая река изображена?,Амазонка,Нил,Инд,Янцзы,2,Это река Нил.
Q_0098,Geo Explorer,Image,IMG_038,Какой ориентир изображен?,Колизей,Харбор-Бридж,Марина Бэй Сэндс,Оперный театр,4,Это Сиднейский оперный театр.
Q_0099,Geo Explorer,Image,IMG_039,Карта какого континента изображена?,Азия,Южная Америка,Африка,Европа,2,Это Южная Америка.
Q_0100,Geo Explorer,Image,IMG_040,Схема какой страны изображена?,ЮАР,Зимбабве,Ботсвана,Намибия,1,Это Южная Африка.
Q_0101,Geo Explorer,Image,IMG_041,Какой город изображен?,Рим,Мадрид,Вена,Париж,4,Это Париж.
Q_0102,Geo Explorer,Image,IMG_042,Какой вулкан изображен?,Везувий,Кракатау,Фудзи,Этна,4,Это гора Этна.
Q_0103,Geo Explorer,Image,IMG_043,Какой водопад изображен?,Водопад Анхель,Водопад Виктория,Водопад Игуасу,Ниагарский водопад,4,Это Ниагарский водопад.
Q_0104,Geo Explorer,Image,IMG_044,Карта какой страны изображена?,Вьетнам,Корея,Китай,Япония,4,Это Япония.
Q_0105,Geo Explorer,Image,IMG_045,Какая островная страна изображена?,Исландия,Шотландия,Гренландия,Ирландия,1,Это Исландия.
Q_0106,Geo Explorer,Image,IMG_046,Горизонт какого города изображен?,Токио,Шанхай,Сеул,Осака,1,Это Токио.
Q_0107,Geo Explorer,Image,IMG_047,Какая пустыня изображена?,Калахари,Мохаве,Сахара,Гоби,4,Это пустыня Гоби.
Q_0108,Geo Explorer,Image,IMG_048,Какой горный массив изображен?,Скалистые горы,Анды,Гималаи,Альпы,2,Это Анды.
Q_0109,Geo Explorer,Image,IMG_049,Дельта какой реки изображена?,Нил,Амазонка,Меконг,Ганг,4,Это дельта Ганга.
Q_0110,Geo Explorer,Image,IMG_050,Схема какой страны изображена?,Норвегия,Швеция,Дания,Финляндия,1,Это Норвегия.
Q_0111,Geo Explorer,Image,IMG_051,Какой ориентир изображен?,Акрополь,Форум,Пантеон,Колизей,4,Это Колизей.
Q_0112,Geo Explorer,Image,IMG_052,Какой город изображен?,Абу-Даби,Дубай,Эр-Рияд,Доха,2,Это Дубай.
Q_0113,Geo Explorer,Image,IMG_053,Какое море изображено?,Балтийское море,Средиземное море,Черное море,Красное море,2,Это Средиземное море.
Q_0114,Geo Explorer,Image,IMG_054,Какой остров изображен?,Пхукет,Ломбок,Ява,Бали,4,Это Бали.
Q_0115,Geo Explorer,Image,IMG_055,Карта какой страны изображена?,Уругвай,Чили,Парагвай,Аргентина,4,Это Аргентина.
Q_0116,Geo Explorer,Image,IMG_056,Какая гора изображена?,Эйгер,Юнгфрау,Монблан,Маттерхорн,4,Это Маттерхорн.
Q_0117,Geo Explorer,Image,IMG_057,Какой ориентир изображен?,Ангкор-Ват,Чичен-Ица,Мачу-Пикчу,Петра,4,Это Петра.
Q_0118,Geo Explorer,Image,IMG_058,Какая река изображена?,Волга,Дунай,Рейн,Сена,2,Это река Дунай.
Q_0119,Geo Explorer,Image,IMG_059,Схема какой страны изображена?,Колумбия,Перу,Мексика,Боливия,3,Это Мексика.
Q_0120,Geo Explorer,Image,IMG_060,Какой город изображен?,Манчестер,Лондон,Дублин,Эдинбург,2,Это Лондон.
Q_0121,Geo Explorer,Video,VID_001,Какая страна показана на этом видео?,Германия,Италия,Франция,Испания,3,Правильный ответ – Франция.
Q_0122,Geo Explorer,Video,VID_002,В какой стране находится эта достопримечательность?,Монголия,Корея,Япония,Китай,4,Правильный ответ – Китай.
Q_0123,Geo Explorer,Video,VID_003,Which Indian city appears in this video?,Лакнау,Агра,Дели,Джайпур,2,Правильный ответ – Агра.
Q_0124,Geo Explorer,Video,VID_004,Какой стране принадлежит этот городской горизонт?,Австралия,Канада,Великобритания,США,4,Правильный ответ – США.
Q_0125,Geo Explorer,Video,VID_005,В каком городе находится Эйфелева башня?,Мадрид,Рим,Париж,Берлин,3,Правильный ответ – Париж.
Q_0126,Geo Explorer,Video,VID_006,Какое древнее сооружение изображено здесь?,Колизей,Форум,Пантеон,Акрополь,1,Правильный ответ: Колизей.
Q_0127,Geo Explorer,Video,VID_007,В каком городе находится Статуя Свободы?,Нью-Йорк,Бостон,Филадельфия,"Вашингтон, округ Колумбия",1,Правильный ответ – Нью-Йорк.
Q_0128,Geo Explorer,Video,VID_008,В какой стране находится Мачу-Пикчу?,Чили,Боливия,Перу,Эквадор,3,Правильный ответ – Перу.
Q_0129,Geo Explorer,Video,VID_009,Петра – древний город в какой стране?,Ирак,Египет,Иордания,Иран,3,Правильный ответ – Джордан.
Q_0130,Geo Explorer,Video,VID_010,На какой бразильский город возвышается эта статуя?,Сан-Паулу,Сальвадор,Бразилиа,Рио-де-Жанейро,4,Правильный ответ – Рио-де-Жанейро.
Q_0131,Geo Explorer,Video,VID_011,Какое чудо природы изображено здесь?,Водопад Игуасу,Водопад Виктория,Водопад Анхель,Ниагарский водопад,4,Правильный ответ – Ниагарский водопад.
Q_0132,Geo Explorer,Video,VID_012,Гора Эверест лежит на границе Непала и какой страны?,Пакистан,Индия,Бутан,Китай,4,Правильный ответ – Китай.
Q_0133,Geo Explorer,Video,VID_013,В каком городе находится это знаковое здание?,Перт,Мельбурн,Сидней,Окленд,3,Правильный ответ – Сидней.
Q_0134,Geo Explorer,Video,VID_014,В каком городе находится мост Золотые Ворота?,Сиэтл,Лос-Анджелес,Сан-Франциско,Сан-Диего,3,Правильный ответ: Сан-Франциско.
Q_0135,Geo Explorer,Video,VID_015,Какой горизонт азиатского города показан здесь?,Пекин,Сеул,Токио,Шанхай,3,Правильный ответ – Токио.
Q_0136,Geo Explorer,Video,VID_016,В каком городе находится Бурдж Халифа?,Абу-Даби,Дубай,Доха,Эр-Рияд,2,Правильный ответ – Дубай.
Q_0137,Geo Explorer,Video,VID_017,Какой европейский город знаменит этими каналами?,Амстердам,Брюгге,Венеция,Копенгаген,3,Правильный ответ – Венеция.
Q_0138,Geo Explorer,Video,VID_018,В какой стране находится Ангкор-Ват?,Лаос,Камбоджа,Таиланд,Вьетнам,2,Правильный ответ – Камбоджа.
Q_0139,Geo Explorer,Video,VID_019,У берегов какой страны находится Большой Барьерный риф?,Филиппины,Индонезия,Австралия,Малайзия,3,Правильный ответ – Австралия.
Q_0140,Geo Explorer,Video,VID_020,На каком континенте расположен этот тропический лес?,Южная Америка,Азия,Африка,Австралия,1,Правильный ответ – Южная Америка.
Q_0141,Geo Explorer,Video,VID_021,Что это за знаменитый каньон?,Йеллоустоун,Гранд-Каньон,Йосемити,Сион,2,Это Гранд-Каньон в США.
Q_0142,Geo Explorer,Video,VID_022,В какой стране расположены эти пирамиды?,Перу,Мексика,Судан,Египет,4,Это пирамиды Гизы в Египте.
Q_0143,Geo Explorer,Video,VID_023,Как называется этот древний каменный круг?,Эйвбери,Карнак,Ньюгрейндж,Стоунхендж,4,Это Стоунхендж в Великобритании.
Q_0144,Geo Explorer,Video,VID_024,Какая знаковая гора изображена здесь?,Гора Эверест,Гора Фудзи,Гора Килиманджаро,Маттерхорн,2,Это гора Фудзи в Японии.
Q_0145,Geo Explorer,Video,VID_025,Какой водопад известен как «Гремящий дым»?,Ниагарский водопад,Водопад Анхель,Водопад Игуасу,Водопад Виктория,4,Это водопад Виктория.
Q_0146,Geo Explorer,Video,VID_026,В какой стране находится этот белоснежный островной город?,Греция,Турция,Италия,Испания,1,Это Санторини в Греции.
Q_0147,Geo Explorer,Video,VID_027,Определите этот императорский дворцовый комплекс.,Запретный город,Великая стена,Летний дворец,Храм Неба,1,Это Запретный город в Пекине.
Q_0148,Geo Explorer,Video,VID_028,Где находится этот отель в форме паруса?,Дубай,Абу-Даби,Манама,Доха,1,Это Бурдж-эль-Араб в Дубае.
Q_0149,Geo Explorer,Video,VID_029,В каком городе есть это здание с крышей-лодкой?,Сингапур,Гонконг,Куала-Лумпур,Бангкок,1,Это Marina Bay Sands в Сингапуре.
Q_0150,Geo Explorer,Video,VID_030,В каком городе находится этот небоскрёб «Осколок»?,Нью-Йорк,Торонто,Лондон,Париж,3,Это The Shard в Лондоне.
Q_0151,Geo Explorer,Audio,AUD_001,Какой стране принадлежит этот государственный гимн?,Испания,Италия,Германия,Франция,4,Аудио представляет собой государственный гимн Франции.
Q_0152,Geo Explorer,Audio,AUD_002,Какой стране принадлежит этот государственный гимн?,Таиланд,Южная Корея,Япония,Китай,3,Аудио представляет собой государственный гимн Японии.
Q_0153,Geo Explorer,Audio,AUD_003,Гимн какой страны здесь играет?,Индия,Непал,Шри-Ланка,Бангладеш,1,Аудио представляет собой государственный гимн Индии.
Q_0154,Geo Explorer,Audio,AUD_004,Какой стране принадлежит этот государственный гимн?,США,Австралия,Великобритания,Канада,1,Аудио представляет собой государственный гимн США.
Q_0155,Geo Explorer,Audio,AUD_005,Какой стране принадлежит этот государственный гимн?,Австралия,Ирландия,Новая Зеландия,Великобритания,4,Аудио представляет собой государственный гимн Великобритании.
Q_0156,Geo Explorer,Audio,AUD_006,Гимн какой страны здесь играет?,Германия,Швейцария,Польша,Австрия,1,Аудио представляет собой государственный гимн Германии.
Q_0157,Geo Explorer,Audio,AUD_007,Какой стране принадлежит этот государственный гимн?,Италия,Испания,Греция,Португалия,1,Аудио представляет собой государственный гимн Италии.
Q_0158,Geo Explorer,Audio,AUD_008,Какой стране принадлежит этот государственный гимн?,Испания,Мексика,Аргентина,Португалия,1,Аудио представляет собой государственный гимн Испании.
Q_0159,Geo Explorer,Audio,AUD_009,Гимн какой страны здесь играет?,США,Франция,Великобритания,Канада,4,Аудио представляет собой государственный гимн Канады.
Q_0160,Geo Explorer,Audio,AUD_010,Какой стране принадлежит этот государственный гимн?,Новая Зеландия,Австралия,ЮАР,Канада,2,Аудио представляет собой государственный гимн Австралии.
Q_0161,Geo Explorer,Audio,AUD_011,Какой стране принадлежит этот государственный гимн?,Вьетнам,Корея,Япония,Китай,4,Аудио представляет собой государственный гимн Китая.
Q_0162,Geo Explorer,Audio,AUD_012,Гимн какой страны здесь играет?,Чили,Аргентина,Бразилия,Колумбия,3,Аудио представляет собой государственный гимн Бразилии.
Q_0163,Geo Explorer,Audio,AUD_013,Какой стране принадлежит этот государственный гимн?,Польша,Россия,Украина,Беларусь,2,Аудио представляет собой государственный гимн России.
Q_0164,Geo Explorer,Audio,AUD_014,Какой стране принадлежит этот государственный гимн?,Северная Корея,Япония,Южная Корея,Китай,3,Аудио представляет собой государственный гимн Южной Кореи.
Q_0165,Geo Explorer,Audio,AUD_015,Гимн какой страны здесь играет?,Мексика,Испания,Аргентина,Колумбия,1,Аудио представляет собой государственный гимн Мексики.
Q_0166,Geo Explorer,Audio,AUD_016,Какой стране принадлежит этот государственный гимн?,Аргентина,Чили,Бразилия,Уругвай,1,Аудио представляет собой государственный гимн Аргентины.
Q_0167,Geo Explorer,Audio,AUD_017,Какой стране принадлежит этот государственный гимн?,Египет,Кения,ЮАР,Нигерия,3,Аудио представляет собой государственный гимн Южной Африки.
Q_0168,Geo Explorer,Audio,AUD_018,Гимн какой страны здесь играет?,Саудовская Аравия,Марокко,Иордания,Египет,4,Аудио представляет собой государственный гимн Египта.
Q_0169,Geo Explorer,Audio,AUD_019,Какой стране принадлежит этот государственный гимн?,Турция,Греция,Италия,Кипр,2,Аудио представляет собой государственный гимн Греции.
Q_0170,Geo Explorer,Audio,AUD_020,Какой стране принадлежит этот государственный гимн?,Иран,Греция,Азербайджан,Турция,4,Аудио представляет собой государственный гимн Турции.
Q_0171,Geo Explorer,Audio,AUD_021,Гимн какой страны здесь играет?,Пакистан,Афганистан,Индия,Иран,1,Аудио представляет собой государственный гимн Пакистана.
Q_0172,Geo Explorer,Audio,AUD_022,Какой стране принадлежит этот государственный гимн?,Камбоджа,Малайзия,Вьетнам,Таиланд,4,Аудио представляет собой государственный гимн Таиланда.
Q_0173,Geo Explorer,Audio,AUD_023,Какой стране принадлежит этот государственный гимн?,Египет,Ливан,Иордания,Израиль,4,Аудио представляет собой государственный гимн Израиля.
Q_0174,Geo Explorer,Audio,AUD_024,Гимн какой страны здесь играет?,Саудовская Аравия,Кувейт,ОАЭ,Катар,1,Аудио представляет собой государственный гимн Саудовской Аравии.
Q_0175,Geo Explorer,Audio,AUD_025,Какой стране принадлежит этот государственный гимн?,Сингапур,Малайзия,Индонезия,Филиппины,3,Аудио представляет собой государственный гимн Индонезии.
Q_0176,Geo Explorer,Audio,AUD_026,Какой стране принадлежит этот государственный гимн?,Германия,Нидерланды,Дания,Бельгия,2,Аудио представляет собой государственный гимн Нидерландов.
Q_0177,Geo Explorer,Audio,AUD_027,Гимн какой страны здесь играет?,Швеция,Дания,Финляндия,Норвегия,1,Аудио представляет собой государственный гимн Швеции.
Q_0178,Geo Explorer,Audio,AUD_028,Какой стране принадлежит этот государственный гимн?,Швейцария,Германия,Лихтенштейн,Австрия,1,Аудио представляет собой государственный гимн Швейцарии.
Q_0179,Geo Explorer,Audio,AUD_029,Какой стране принадлежит этот государственный гимн?,Новая Зеландия,Фиджи,Австралия,Самоа,1,Аудио представляет собой государственный гимн Новой Зеландии.
Q_0180,Geo Explorer,Audio,AUD_030,Гимн какой страны здесь играет?,Бразилия,Португалия,Франция,Испания,2,The audio represents the national anthem of Portugal.
Q_0181,Who's That,Text,WT_01,Кто основал Microsoft?,Билл Гейтс,Илон Маск,Марк Цукерберг,Стив Джобс,1,Билл Гейтс стал сооснователем Microsoft.
Q_0182,Who's That,Text,WT_02,Кто нарисовал Мону Лизу?,Да Винчи,Рембрандт,Ван Гог,Пикассо,1,Леонардо да Винчи нарисовал его.
Q_0183,Who's That,Text,WT_03,Кого называют королем поп-музыки?,Элвис Пресли,Эминем,Майкл Джексон,Принц,3,Майкл Джексон – король поп-музыки.
