QuestionID,Category,QuestionType,FolderName,Question,Option1,Option2,Option3,Option4,CorrectIndex,Explanantion
Q_0058,Speed Quiz,Image,IMG_028,Quale strumento viene mostrato?,Forbici,MORSETTO,Pinze,Pinze,3,The tool is pliers.
Q_0059,Speed Quiz,Image,IMG_029,Quale uccello è mostrato?,Aquila,Falco,Falco,Gufo,4,The bird is an owl.
Q_0060,Speed Quiz,Image,IMG_030,Quale animale è mostrato?,Lontra,Furetto,Meerkat,Cane della prateria,3,The animal is a meerkat.
Q_0061,Geo Explorer,Text,GE_01,Qual è la capitale del Giappone?,Beijing,Kyoto,Tokyo,Seul,3,Tokyo è la capitale del Giappone.
Q_0062,Geo Explorer,Text,GE_02,Qual è la capitale dell'India?,Mumbai,Chennai,Nuova Delhi,Calcutta,3,Nuova Delhi è la capitale dell'India.
Q_0063,Geo Explorer,Text,GE_03,Qual è il fiume più lungo dell'India?,Godavari,Ganga,Brahmaputra,Yamuna,2,Il Gange è il fiume più lungo dell'India.
Q_0064,Geo Explorer,Text,GE_04,Quale paese è conosciuto come il Paese del Sol Levante?,Tailandia,Giappone,Cina,Corea,2,Il Giappone è chiamato il Paese del Sol Levante.
Q_0065,Geo Explorer,Text,GE_05,Quale catena montuosa separa India e Cina?,Rockies,Ande,Alpi,Himalaya,4,L'Himalaya separa l'India dalla Cina.
Q_0066,Geo Explorer,Text,GE_06,Quale deserto si trova principalmente in India?,Gobi,Thar,Kalahari,Sahara,2,Il deserto del Thar si trova in India.
Q_0067,Geo Explorer,Text,GE_07,Quale paese asiatico ha la popolazione più numerosa?,Cina,Giappone,Indonesia,India,1,La Cina ha la popolazione più numerosa.
Q_0068,Geo Explorer,Text,GE_08,Quale stato indiano ha la costa più lunga?,Gujarat,Andhra Pradesh,Tamil Nadu,Kerala,1,Il Gujarat ha la costa più lunga.
Q_0069,Geo Explorer,Text,GE_09,In quale paese si trova il Nepal?,Europa,Africa,Asia,Australia,3,Il Nepal si trova in Asia.
Q_0070,Geo Explorer,Text,GE_10,Quale città è conosciuta come la capitale finanziaria dell'India?,Chennai,Bangalore,Delhi,Bombay,4,Mumbai è la capitale finanziaria dell'India.
Q_0071,Geo Explorer,Text,GE_11,Quale fiume attraversa il Bangladesh e l'India?,Euphrates,Tigri,Indo,Brahmaputra,4,Il Brahmaputra scorre attraverso l'India e il Bangladesh.
Q_0072,Geo Explorer,Text,GE_12,Quale mare si trova a sud dell'India?,Red Sea,Mar Caspio,mare Mediterraneo,Mar Arabico,4,Il Mar Arabico si trova a sud dell'India.
Q_0073,Geo Explorer,Text,GE_13,A quale paese è lo Sri Lanka più vicino?,India,Indonesia,Malaysia,Tailandia,1,Lo Sri Lanka si trova vicino all'India.
Q_0074,Geo Explorer,Text,GE_14,Quale paese asiatico ha Bangkok come capitale?,Vietnam,Laos,Tailandia,Cambogia,3,Bangkok è la capitale della Thailandia.
Q_0075,Geo Explorer,Text,GE_15,Di quale continente fa parte l'India?,Africa,Asia,Europa,Australia,2,India is part of Asia.
Q_0076,Geo Explorer,Text,GE_16,In quale paese c'è la Torre Eiffel?,Spagna,Francia,Italia,Germania,2,La Torre Eiffel è in Francia.
Q_0077,Geo Explorer,Text,GE_17,Quale oceano è il più grande del mondo?,indiano,artico,atlantico,Pacifico,4,L'Oceano Pacifico è il più grande.
Q_0078,Geo Explorer,Text,GE_18,Quale città è conosciuta come la Grande Mela?,Los Angeles,Chicago,New York,Boston,3,New York è chiamata la Grande Mela.
Q_0079,Geo Explorer,Text,GE_19,Quale paese ha la Grande Muraglia?,Cina,India,Mongolia,Giappone,1,La Grande Muraglia è in Cina.
Q_0080,Geo Explorer,Text,GE_20,In quale continente si trova l'Egitto?,Australia,Africa,Asia,Europa,2,Egypt is in Africa.
Q_0081,Geo Explorer,Text,GE_21,Quale Paese ha Roma come capitale?,Italia,Spagna,Portogallo,Francia,1,Roma è la capitale d’Italia.
Q_0082,Geo Explorer,Text,GE_22,Quale fiume attraversa Parigi?,Danubio,Tamigi,Rhine,Senna,4,La Senna attraversa Parigi.
Q_0083,Geo Explorer,Text,GE_23,Quale continente è il più freddo?,Antartide,Africa,Asia,Europa,1,L'Antartide è il continente più freddo.
Q_0084,Geo Explorer,Text,GE_24,Quale paese ha la forma di uno stivale?,Spagna,Italia,Francia,Grecia,2,Italy looks like a boot.
Q_0085,Geo Explorer,Text,GE_25,Quale paese è anche conosciuto come Down Under?,Argentina,Sudafrica,Nuova Zelanda,Australia,4,L'Australia si chiama Down Under.
Q_0086,Geo Explorer,Text,GE_26,Quale oceano si trova a ovest dell'Africa?,Pacifico,atlantico,artico,indiano,2,L'Oceano Atlantico si trova a ovest dell'Africa.
Q_0087,Geo Explorer,Text,GE_27,Quale città è famosa per la Statua della Libertà?,Roma,Parigi,New York,Washington DC,3,La Statua della Libertà è a New York.
Q_0088,Geo Explorer,Text,GE_28,Quale paese ha il maggior numero di isole?,Giappone,Svezia,Filippine,Indonesia,2,La Svezia ha il maggior numero di isole.
Q_0089,Geo Explorer,Text,GE_29,Quale paese ha Canberra come capitale?,Nuova Zelanda,Canada,Regno Unito,Australia,4,Canberra è la capitale dell'Australia.
Q_0090,Geo Explorer,Text,GE_30,Quale continente ha il maggior numero di paesi?,Africa,Sud America,Asia,Europa,1,L’Africa ha il maggior numero di paesi.
Q_0091,Geo Explorer,Image,IMG_031,Quale punto di riferimento è mostrato?,Taj Mahal,Red Fort,Qutub Minar,Porta dell'India,1,This is the Taj Mahal.
Q_0092,Geo Explorer,Image,IMG_032,Quale mappa del paese viene mostrata?,Australia,Nuova Zelanda,Argentina,Sudafrica,1,The map is Australia.
Q_0093,Geo Explorer,Image,IMG_033,Quale skyline della città viene mostrato?,New York,Chicago,Boston,Los Angeles,1,This is New York City.
Q_0094,Geo Explorer,Image,IMG_034,Quale deserto è mostrato?,Gobi,Thar,Atacama,Sahara,3,Questo è il deserto di Atacama.
Q_0095,Geo Explorer,Image,IMG_035,Quale montagna è mostrata?,Kilimangiaro,Everest,Fuji,Denali,1,Questo è il Kilimangiaro.
Q_0096,Geo Explorer,Image,IMG_036,Quale bandiera del paese è mostrata?,Svizzera,Danimarca,Austria,Canada,4,This is Canada’s flag.
Q_0097,Geo Explorer,Image,IMG_037,Which river is shown?,Amazon,Nilo,Indo,Yangtze,2,This is the Nile River.
Q_0098,Geo Explorer,Image,IMG_038,Quale punto di riferimento è mostrato?,Colosseum,Harbour Bridge,Marina Bay Sands,Teatro dell'Opera,4,Questa è l'Opera House di Sydney.
Q_0099,Geo Explorer,Image,IMG_039,Quale mappa del continente è mostrata?,Asia,Sud America,Africa,Europa,2,This is South America.
Q_0100,Geo Explorer,Image,IMG_040,Quale schema del paese viene mostrato?,Sudafrica,Zimbabwe,Botswana,Namibia,1,This is South Africa.
Q_0101,Geo Explorer,Image,IMG_041,Which city is shown?,Roma,Madrid,Vienna,Parigi,4,This is Paris.
Q_0102,Geo Explorer,Image,IMG_042,Which volcano is shown?,Vesuvio,Krakatoa,Fuji,etna,4,This is Mount Etna.
Q_0103,Geo Explorer,Image,IMG_043,Quale cascata è mostrata?,Angel Falls,Victoria Falls,Cascate dell'Iguazù,Cascate del Niagara,4,This is Niagara Falls.
Q_0104,Geo Explorer,Image,IMG_044,Quale mappa del paese viene mostrata?,Vietnam,Corea,Cina,Giappone,4,This is Japan.
Q_0105,Geo Explorer,Image,IMG_045,Quale stato insulare viene mostrato?,Islanda,Scozia,Groenlandia,Irlanda,1,This is Iceland.
Q_0106,Geo Explorer,Image,IMG_046,Quale skyline della città viene mostrato?,Tokyo,Shangai,Seul,Osaka,1,This is Tokyo.
Q_0107,Geo Explorer,Image,IMG_047,Quale deserto è mostrato?,Kalahari,Mojave,Sahara,Gobi,4,This is the Gobi Desert.
Q_0108,Geo Explorer,Image,IMG_048,Quale catena montuosa è mostrata?,Rockies,Ande,Himalaya,Alpi,2,These are the Andes.
Q_0109,Geo Explorer,Image,IMG_049,Quale delta del fiume è mostrato?,Nilo,Amazzonia,Mekong,Gange,4,Questo è il delta del Gange.
Q_0110,Geo Explorer,Image,IMG_050,Quale schema del paese viene mostrato?,Norvegia,Svezia,Danimarca,Finlandia,1,This is Norway.
Q_0111,Geo Explorer,Image,IMG_051,Quale punto di riferimento è mostrato?,Acropoli,Foro,Pantheon,Colosseum,4,This is the Colosseum.
Q_0112,Geo Explorer,Image,IMG_052,Which city is shown?,Abu Dhabi,Dubai,Riad,Doha,2,This is Dubai.
Q_0113,Geo Explorer,Image,IMG_053,Which sea is shown?,Baltic Sea,mare Mediterraneo,Mar Nero,Red Sea,2,Questo è il Mar Mediterraneo.
Q_0114,Geo Explorer,Image,IMG_054,Which island is shown?,Phuket,Lombok,Giava,Bali,4,This is Bali.
Q_0115,Geo Explorer,Image,IMG_055,Quale mappa del paese viene mostrata?,Uruguay,Chile,Paraguay,Argentina,4,This is Argentina.
Q_0116,Geo Explorer,Image,IMG_056,Quale montagna è mostrata?,Eiger,Jungfrau,Monte Bianco,Matterhorn,4,This is the Matterhorn.
Q_0117,Geo Explorer,Image,IMG_057,Quale punto di riferimento è mostrato?,Angkor Wat,Chichen Itza,Machu Picchu,Petra,4,This is Petra.
Q_0118,Geo Explorer,Image,IMG_058,Which river is shown?,Volga,Danubio,Rhine,Senna,2,Questo è il fiume Danubio.
Q_0119,Geo Explorer,Image,IMG_059,Quale schema del paese viene mostrato?,Colombia,Perù,Messico,Bolivia,3,This is Mexico.
Q_0120,Geo Explorer,Image,IMG_060,Which city is shown?,Manchester,Londra,Dublino,Edinburgh,2,This is London.
Q_0121,Geo Explorer,Video,VID_001,Quale paese viene mostrato in questo video?,Germania,Italia,Francia,Spagna,3,La risposta corretta è la Francia.
Q_0122,Geo Explorer,Video,VID_002,Questo punto di riferimento si trova in quale paese?,Mongolia,Corea,Giappone,Cina,4,La risposta corretta è la Cina.
Q_0123,Geo Explorer,Video,VID_003,Quale città indiana appare in questo video?,Lucknow,Agra,Delhi,Jaipur,2,La risposta corretta è Agra.
Q_0124,Geo Explorer,Video,VID_004,Questo skyline della città appartiene a quale paese?,Australia,Canada,Regno Unito,U.S.A.,4,La risposta corretta è USA.
Q_0125,Geo Explorer,Video,VID_005,In quale città si trova la Torre Eiffel?,Madrid,Roma,Parigi,Berlino,3,La risposta corretta è Parigi.
Q_0126,Geo Explorer,Video,VID_006,Quale struttura antica è mostrata qui?,Colosseum,Foro,Pantheon,Acropoli,1,La risposta corretta è Colosseo.
Q_0127,Geo Explorer,Video,VID_007,Quale città ospita la Statua della Libertà?,New York,Boston,Filadelfia,Washington DC,1,La risposta corretta è New York.
Q_0128,Geo Explorer,Video,VID_008,Machu Picchu si trova in quale paese?,Chile,Bolivia,Perù,Ecuador,3,La risposta corretta è il Perù.
Q_0129,Geo Explorer,Video,VID_009,Petra è un'antica città in quale paese?,Iraq,Egitto,Giordania,Iran,3,La risposta corretta è la Giordania.
Q_0130,Geo Explorer,Video,VID_010,Questa statua sovrasta quale città brasiliana?,São Paulo,Salvador,Brasilia,Rio de Janeiro,4,La risposta corretta è Rio de Janeiro.
Q_0131,Geo Explorer,Video,VID_011,Quale meraviglia naturale è mostrata qui?,Iguazu Falls,Victoria Falls,Cascate dell'Angelo,Cascate del Niagara,4,La risposta corretta è Cascate del Niagara.
Q_0132,Geo Explorer,Video,VID_012,Il Monte Everest si trova al confine con il Nepal e quale paese?,Pakistan,India,Bhutan,Cina,4,La risposta corretta è la Cina.
Q_0133,Geo Explorer,Video,VID_013,In quale città si trova questo edificio iconico?,Perth,Melbourne,Sydney,Auckland,3,La risposta corretta è Sydney.
Q_0134,Geo Explorer,Video,VID_014,In quale città si trova il Golden Gate Bridge?,Seattle,Los Angeles,San Francisco,San Diego,3,La risposta corretta è San Francisco.
Q_0135,Geo Explorer,Video,VID_015,Quale skyline della città asiatica è mostrato qui?,Beijing,Seoul,Tokyo,Shangai,3,La risposta corretta è Tokio.
Q_0136,Geo Explorer,Video,VID_016,In quale città si trova il Burj Khalifa?,Abu Dhabi,Dubai,Doha,Riad,2,La risposta corretta è Dubai.
Q_0137,Geo Explorer,Video,VID_017,Quale città europea è famosa per questi canali?,Amsterdam,Bruges,Venezia,Copenhagen,3,La risposta corretta è Venezia.
Q_0138,Geo Explorer,Video,VID_018,Angkor Wat si trova in quale paese?,Laos,Cambogia,Tailandia,Vietnam,2,La risposta corretta è la Cambogia.
Q_0139,Geo Explorer,Video,VID_019,La Grande Barriera Corallina si trova al largo di quale paese?,Filippine,Indonesia,Australia,Malaysia,3,La risposta corretta è l'Australia.
Q_0140,Geo Explorer,Video,VID_020,In quale continente si trova principalmente questa foresta pluviale?,Sud America,Asia,Africa,Australia,1,La risposta corretta è il Sud America.
Q_0141,Geo Explorer,Video,VID_021,Di quale famoso canyon si tratta?,Yellowstone,Grand Canyon,Yosemite,Sion,2,È il Grand Canyon negli Stati Uniti.
Q_0142,Geo Explorer,Video,VID_022,In quale paese si trovano queste piramidi?,Perù,Messico,Sudan,Egitto,4,Sono le Piramidi di Giza in Egitto.
Q_0143,Geo Explorer,Video,VID_023,Come si chiama questo antico cerchio di pietre?,Avebury,Carnac,Newgrange,Stonehenge,4,È Stonehenge nel Regno Unito.
Q_0144,Geo Explorer,Video,VID_024,Quale montagna iconica è mostrata qui?,Monte Everest,Mount Fuji,Monte Kilimangiaro,Matterhorn,2,È il Monte Fuji in Giappone.
Q_0145,Geo Explorer,Video,VID_025,"Quale cascata è conosciuta come ""Il fumo che tuona""?",Cascate del Niagara,Angel Falls,Cascate dell'Iguazù,Victoria Falls,4,It is Victoria Falls.
Q_0146,Geo Explorer,Video,VID_026,In quale paese si trova questa cittadina insulare imbiancata?,Grecia,Tacchino,Italia,Spagna,1,È Santorini in Grecia.
Q_0147,Geo Explorer,Video,VID_027,Identifica questo complesso del palazzo imperiale.,Forbidden City,Great Wall,Palazzo d'Estate,Temple of Heaven,1,È la Città Proibita di Pechino.
Q_0148,Geo Explorer,Video,VID_028,Dove si trova questo hotel a forma di vela?,Dubai,Abu Dhabi,Manama,Doha,1,È il Burj Al Arab di Dubai.
Q_0149,Geo Explorer,Video,VID_029,In quale città si trova questo edificio sormontato da una barca?,Singapore,Hong Kong,Kuala Lumpur,Bangkok,1,È Marina Bay Sands a Singapore.
Q_0150,Geo Explorer,Video,VID_030,"In quale città si trova questo grattacielo ""The Shard""?",New York,Toronto,Londra,Parigi,3,È The Shard a Londra.
Q_0151,Geo Explorer,Audio,AUD_001,A quale paese appartiene questo inno nazionale?,Spagna,Italia,Germania,Francia,4,L'audio rappresenta l'inno nazionale della Francia.
Q_0152,Geo Explorer,Audio,AUD_002,Questo inno nazionale appartiene a quale paese?,Tailandia,Corea del Sud,Giappone,Cina,3,L'audio rappresenta l'inno nazionale del Giappone.
Q_0153,Geo Explorer,Audio,AUD_003,L'inno nazionale di quale paese suona qui?,India,Nepal,Sri Lanka,Bangladesh,1,L'audio rappresenta l'inno nazionale dell'India.
Q_0154,Geo Explorer,Audio,AUD_004,A quale paese appartiene questo inno nazionale?,U.S.A.,Australia,Regno Unito,Canada,1,L'audio rappresenta l'inno nazionale degli Stati Uniti.
Q_0155,Geo Explorer,Audio,AUD_005,Questo inno nazionale appartiene a quale paese?,Australia,Irlanda,Nuova Zelanda,Regno Unito,4,L'audio rappresenta l'inno nazionale del Regno Unito.
Q_0156,Geo Explorer,Audio,AUD_006,L'inno nazionale di quale paese suona qui?,Germania,Svizzera,Polonia,Austria,1,L'audio rappresenta l'inno nazionale della Germania.
Q_0157,Geo Explorer,Audio,AUD_007,A quale paese appartiene questo inno nazionale?,Italia,Spagna,Grecia,Portogallo,1,L'audio rappresenta l'inno nazionale d'Italia.
Q_0158,Geo Explorer,Audio,AUD_008,Questo inno nazionale appartiene a quale paese?,Spagna,Messico,Argentina,Portogallo,1,The audio represents the national anthem of Spain.
Q_0159,Geo Explorer,Audio,AUD_009,L'inno nazionale di quale paese suona qui?,U.S.A.,Francia,Regno Unito,Canada,4,L'audio rappresenta l'inno nazionale del Canada.
Q_0160,Geo Explorer,Audio,AUD_010,A quale paese appartiene questo inno nazionale?,Nuova Zelanda,Australia,Sudafrica,Canada,2,L'audio rappresenta l'inno nazionale dell'Australia.
Q_0161,Geo Explorer,Audio,AUD_011,Questo inno nazionale appartiene a quale paese?,Vietnam,Corea,Giappone,Cina,4,L'audio rappresenta l'inno nazionale della Cina.
Q_0162,Geo Explorer,Audio,AUD_012,L'inno nazionale di quale paese suona qui?,Chile,Argentina,Brasile,Colombia,3,L'audio rappresenta l'inno nazionale del Brasile.
Q_0163,Geo Explorer,Audio,AUD_013,A quale paese appartiene questo inno nazionale?,Polonia,Russia,Ucraina,Belarus,2,L'audio rappresenta l'inno nazionale della Russia.
Q_0164,Geo Explorer,Audio,AUD_014,Questo inno nazionale appartiene a quale paese?,Corea del nord,Giappone,Corea del Sud,Cina,3,The audio represents the national anthem of South Korea.
Q_0165,Geo Explorer,Audio,AUD_015,L'inno nazionale di quale paese suona qui?,Messico,Spagna,Argentina,Colombia,1,L'audio rappresenta l'inno nazionale del Messico.
Q_0166,Geo Explorer,Audio,AUD_016,A quale paese appartiene questo inno nazionale?,Argentina,Chile,Brasile,Uruguay,1,The audio represents the national anthem of Argentina.
Q_0167,Geo Explorer,Audio,AUD_017,Questo inno nazionale appartiene a quale paese?,Egitto,Kenia,Sudafrica,Nigeria,3,L'audio rappresenta l'inno nazionale del Sud Africa.
Q_0168,Geo Explorer,Audio,AUD_018,L'inno nazionale di quale paese suona qui?,Arabia Saudita,Marocco,Giordania,Egitto,4,L'audio rappresenta l'inno nazionale dell'Egitto.
Q_0169,Geo Explorer,Audio,AUD_019,A quale paese appartiene questo inno nazionale?,Tacchino,Grecia,Italia,Cipro,2,L'audio rappresenta l'inno nazionale della Grecia.
Q_0170,Geo Explorer,Audio,AUD_020,Questo inno nazionale appartiene a quale paese?,Iran,Grecia,Azerbaigian,Tacchino,4,L'audio rappresenta l'inno nazionale della Turchia.
Q_0171,Geo Explorer,Audio,AUD_021,L'inno nazionale di quale paese suona qui?,Pakistan,Afghanistan,India,Iran,1,L'audio rappresenta l'inno nazionale del Pakistan.
Q_0172,Geo Explorer,Audio,AUD_022,A quale paese appartiene questo inno nazionale?,Cambogia,Malaysia,Vietnam,Tailandia,4,L'audio rappresenta l'inno nazionale della Thailandia.
Q_0173,Geo Explorer,Audio,AUD_023,Questo inno nazionale appartiene a quale paese?,Egitto,Libano,Giordania,Israele,4,L'audio rappresenta l'inno nazionale di Israele.
Q_0174,Geo Explorer,Audio,AUD_024,L'inno nazionale di quale paese suona qui?,Arabia Saudita,Kuwait,Emirati Arabi Uniti,Qatar,1,The audio represents the national anthem of Saudi Arabia.
Q_0175,Geo Explorer,Audio,AUD_025,A quale paese appartiene questo inno nazionale?,Singapore,Malaysia,Indonesia,Filippine,3,L'audio rappresenta l'inno nazionale dell'Indonesia.
Q_0176,Geo Explorer,Audio,AUD_026,Questo inno nazionale appartiene a quale paese?,Germania,Paesi Bassi,Danimarca,Belgio,2,The audio represents the national anthem of Netherlands.
Q_0177,Geo Explorer,Audio,AUD_027,L'inno nazionale di quale paese suona qui?,Sweden,Danimarca,Finlandia,Norvegia,1,L'audio rappresenta l'inno nazionale della Svezia.
