QuestionID,Category,QuestionType,FolderName,Question,Option1,Option2,Option3,Option4,CorrectIndex,Explanantion
Q_0089,Geo Explorer,Text,GE_29,Which country has Canberra as its capital?,Selandia Baru,Kanada,Inggris,Australia,4,Canberra adalah ibu kota Australia.
Q_0090,Geo Explorer,Text,GE_30,Benua manakah yang memiliki negara paling banyak?,Afrika,Amerika Selatan,Asia,Eropa,1,Afrika memiliki negara terbanyak.
Q_0091,Geo Explorer,Image,IMG_031,Tengara manakah yang ditampilkan?,Taj Mahal,Benteng Merah,Qutub Minar,Gerbang India,1,Ini adalah Taj Mahal.
Q_0092,Geo Explorer,Image,IMG_032,Peta negara mana yang ditampilkan?,Australia,Selandia Baru,Argentina,Afrika Selatan,1,Petanya adalah Australia.
Q_0093,Geo Explorer,Image,IMG_033,Cakrawala kota manakah yang ditampilkan?,New York,Chicago,Boston,Los Angeles,1,Ini adalah Kota New York.
Q_0094,Geo Explorer,Image,IMG_034,Gurun manakah yang ditampilkan?,Gobi,Itu,Atacama,Sahara,3,Ini adalah Gurun Atacama.
Q_0095,Geo Explorer,Image,IMG_035,Gunung manakah yang ditampilkan?,Kilimanjaro,Everest,Fuji,Denali,1,Ini adalah Gunung Kilimanjaro.
Q_0096,Geo Explorer,Image,IMG_036,Bendera negara mana yang ditampilkan?,Swiss,Denmark,Austria,Kanada,4,Ini adalah bendera Kanada.
Q_0097,Geo Explorer,Image,IMG_037,Sungai manakah yang ditampilkan?,Amazon,Nil,industri,Yangtze,2,Ini adalah Sungai Nil.
Q_0098,Geo Explorer,Image,IMG_038,Tengara manakah yang ditampilkan?,Colosseum,Jembatan Pelabuhan,Pasir Teluk Marina,Gedung opera,4,Ini adalah Gedung Opera Sydney.
Q_0099,Geo Explorer,Image,IMG_039,Peta benua manakah yang ditampilkan?,Asia,Amerika Selatan,Afrika,Eropa,2,Ini adalah Amerika Selatan.
Q_0100,Geo Explorer,Image,IMG_040,Garis besar negara mana yang ditampilkan?,Afrika Selatan,Zimbabwe,Botswana,Namibia,1,Ini adalah Afrika Selatan.
Q_0101,Geo Explorer,Image,IMG_041,Kota mana yang ditampilkan?,Roma,Madrid,Wina,Paris,4,Ini adalah Paris.
Q_0102,Geo Explorer,Image,IMG_042,Gunung berapi manakah yang ditampilkan?,Vesuvius,Krakatau,Fuji,etna,4,Ini adalah Gunung Etna.
Q_0103,Geo Explorer,Image,IMG_043,Air terjun manakah yang ditampilkan?,Air Terjun Malaikat,Air Terjun Victoria,Air Terjun Iguazu,Air Terjun Niagara,4,Ini adalah Air Terjun Niagara.
Q_0104,Geo Explorer,Image,IMG_044,Peta negara mana yang ditampilkan?,Vietnam,Korea,Cina,Jepang,4,Ini Jepang.
Q_0105,Geo Explorer,Image,IMG_045,Negara pulau manakah yang ditampilkan?,Islandia,Skotlandia,Tanah penggembalaan,Irlandia,1,Ini adalah Islandia.
Q_0106,Geo Explorer,Image,IMG_046,Cakrawala kota manakah yang ditampilkan?,Tokyo,Shanghai,seoul,Osaka,1,Ini Tokyo.
Q_0107,Geo Explorer,Image,IMG_047,Gurun manakah yang ditampilkan?,Kalahari,Mojave,Sahara,Gobi,4,Ini adalah Gurun Gobi.
Q_0108,Geo Explorer,Image,IMG_048,Pegunungan manakah yang ditampilkan?,Pegunungan Rocky,Andes,Himalaya,pegunungan Alpen,2,Ini adalah Andes.
Q_0109,Geo Explorer,Image,IMG_049,Delta sungai manakah yang ditampilkan?,Nil,Amazon,Mekong,Gangga,4,Ini adalah Delta Gangga.
Q_0110,Geo Explorer,Image,IMG_050,Garis besar negara mana yang ditampilkan?,Norwegia,Swedia,Denmark,Finlandia,1,Ini adalah Norwegia.
Q_0111,Geo Explorer,Image,IMG_051,Tengara manakah yang ditampilkan?,Akropolis,Forum,Panteon,Colosseum,4,Ini adalah Colosseum.
Q_0112,Geo Explorer,Image,IMG_052,Kota mana yang ditampilkan?,Abu Dhabi,Dubai,Riyadh,Doha,2,Ini Dubai.
Q_0113,Geo Explorer,Image,IMG_053,Laut manakah yang ditampilkan?,Laut Baltik,Laut Tengah,Laut Hitam,Laut Merah,2,This is the Mediterranean Sea.
Q_0114,Geo Explorer,Image,IMG_054,Pulau manakah yang ditampilkan?,phuket,Lombok,Jawa,Bali,4,Ini Bali.
Q_0115,Geo Explorer,Image,IMG_055,Peta negara mana yang ditampilkan?,Uruguay,Chili,Paraguay,Argentina,4,Ini adalah Argentina.
Q_0116,Geo Explorer,Image,IMG_056,Gunung manakah yang ditampilkan?,Eiger,Jungfrau,Mont Blanc,masalah,4,Ini adalah Matterhorn.
Q_0117,Geo Explorer,Image,IMG_057,Tengara manakah yang ditampilkan?,Angkor Wat,Chichen Itza,Machu Picchu,Petra,4,Ini Petra.
Q_0118,Geo Explorer,Image,IMG_058,Sungai manakah yang ditampilkan?,Volga,Danube,Rhein,Pukat,2,Ini adalah Sungai Danube.
Q_0119,Geo Explorer,Image,IMG_059,Garis besar negara mana yang ditampilkan?,Kolumbia,Peru,Meksiko,Bolivia,3,Ini adalah Meksiko.
Q_0120,Geo Explorer,Image,IMG_060,Kota mana yang ditampilkan?,Manchester,London,Dublin,Edinburgh,2,Ini London.
Q_0121,Geo Explorer,Video,VID_001,Negara manakah yang ditampilkan dalam video ini?,Jerman,Italia,Perancis,Spanyol,3,Jawaban yang benar adalah Perancis.
Q_0122,Geo Explorer,Video,VID_002,Bangunan terkenal ini terletak di negara manakah?,Mongolia,Korea,Jepang,Cina,4,Jawaban yang benar adalah Tiongkok.
Q_0123,Geo Explorer,Video,VID_003,Kota manakah di India yang muncul dalam video ini?,beruntung,Agra,Delhi,Jaipur,2,Jawaban yang benar adalah Agra.
Q_0124,Geo Explorer,Video,VID_004,Cakrawala kota ini milik negara mana?,Australia,Kanada,Inggris,Amerika Serikat,4,Jawaban yang benar adalah Amerika.
Q_0125,Geo Explorer,Video,VID_005,Menara Eiffel terletak di kota manakah?,Madrid,Roma,Paris,Berlin,3,Jawaban yang benar adalah Paris.
Q_0126,Geo Explorer,Video,VID_006,Struktur kuno manakah yang ditampilkan di sini?,Colosseum,Forum,Panteon,Akropolis,1,The correct answer is Colosseum.
Q_0127,Geo Explorer,Video,VID_007,Kota manakah yang menjadi rumah bagi Patung Liberty?,New York,Boston,Filadelfia,Washington DC,1,Jawaban yang benar adalah New York.
Q_0128,Geo Explorer,Video,VID_008,Machu Picchu terletak di negara manakah?,Chili,Bolivia,Peru,Ekuador,3,Jawaban yang benar adalah Peru.
Q_0129,Geo Explorer,Video,VID_009,Petra adalah kota kuno di negara manakah?,Irak,Mesir,Yordania,Iran,3,Jawaban yang benar adalah Yordania.
Q_0130,Geo Explorer,Video,VID_010,Patung ini menghadap ke kota Brazil yang mana?,Sao Paulo,Salvador,Brasilia,Rio de Janeiro,4,Jawaban yang benar adalah Rio de Janeiro.
Q_0131,Geo Explorer,Video,VID_011,Keajaiban alam manakah yang ditampilkan di sini?,Air Terjun Iguazu,Air Terjun Victoria,Air Terjun Malaikat,Air Terjun Niagara,4,Jawaban yang benar adalah Air Terjun Niagara.
Q_0132,Geo Explorer,Video,VID_012,Gunung Everest terletak di perbatasan Nepal dan negara mana?,Pakistan,India,Bhutan,Cina,4,Jawaban yang benar adalah Tiongkok.
Q_0133,Geo Explorer,Video,VID_013,Bangunan ikonik ini terletak di kota manakah?,Perth,Melbourne,Sidney,Auckland,3,Jawaban yang benar adalah Sidney.
Q_0134,Geo Explorer,Video,VID_014,Jembatan Golden Gate terletak di kota manakah?,Seattle,Los Angeles,San Fransisco,San Diego,3,Jawaban yang benar adalah San Fransisco.
Q_0135,Geo Explorer,Video,VID_015,Cakrawala kota Asia manakah yang ditampilkan di sini?,Beijing,seoul,Tokyo,Shanghai,3,Jawaban yang benar adalah Tokyo.
Q_0136,Geo Explorer,Video,VID_016,Burj Khalifa terletak di kota manakah?,Abu Dhabi,Dubai,Doha,Riyadh,2,Jawaban yang benar adalah Dubai.
Q_0137,Geo Explorer,Video,VID_017,Kota Eropa manakah yang terkenal dengan kanal-kanal ini?,Amsterdam,Brugge,Venesia,Kopenhagen,3,Jawaban yang benar adalah Venesia.
Q_0138,Geo Explorer,Video,VID_018,Angkor Wat terletak di negara manakah?,Laos,Kamboja,Thailand,Vietnam,2,Jawaban yang benar adalah Kamboja.
Q_0139,Geo Explorer,Video,VID_019,Great Barrier Reef terletak di lepas pantai negara manakah?,Filipina,Indonesia,Australia,Malaysia,3,Jawaban yang benar adalah Australia.
Q_0140,Geo Explorer,Video,VID_020,Hutan hujan ini terutama terletak di benua manakah?,Amerika Selatan,Asia,Afrika,Australia,1,Jawaban yang benar adalah Amerika Selatan.
Q_0141,Geo Explorer,Video,VID_021,Ngarai terkenal manakah ini?,batu kuning,Ngarai Besar,Yosemite,Sion,2,Itu adalah Grand Canyon di Amerika.
Q_0142,Geo Explorer,Video,VID_022,Piramida ini terletak di negara manakah?,Peru,Meksiko,Sudan,Mesir,4,Itu adalah Piramida Giza di Mesir.
Q_0143,Geo Explorer,Video,VID_023,Apa nama lingkaran batu kuno ini?,Avebury,Karnak,Newgrange,Batu Henge,4,Itu adalah Stonehenge di Inggris.
Q_0144,Geo Explorer,Video,VID_024,Gunung ikonik manakah yang ditampilkan di sini?,Gunung Everest,Gunung Fuji,Gunung Kilimanjaro,masalah,2,Itu adalah Gunung Fuji di Jepang.
Q_0145,Geo Explorer,Video,VID_025,Air terjun manakah yang dikenal dengan nama 'Asap yang Bergemuruh'?,Air Terjun Niagara,Air Terjun Malaikat,Air Terjun Iguazu,Air Terjun Victoria,4,Itu adalah Air Terjun Victoria.
Q_0146,Geo Explorer,Video,VID_026,Kota pulau bercat putih ini berada di negara manakah?,Yunani,Turki,Italia,Spanyol,1,Itu adalah Santorini di Yunani.
Q_0147,Geo Explorer,Video,VID_027,Identify this imperial palace complex.,Kota Terlarang,Tembok Besar,Istana Musim Panas,Kuil Surga,1,Itu adalah Kota Terlarang di Beijing.
Q_0148,Geo Explorer,Video,VID_028,Hotel berbentuk layar ini letaknya dimana?,Dubai,Abu Dhabi,Manama,Doha,1,Itu adalah Burj Al Arab di Dubai.
Q_0149,Geo Explorer,Video,VID_029,Kota manakah yang memiliki bangunan beratap perahu ini?,Singapura,Hongkong,Kuala Lumpur,Bangkok,1,Itu adalah Marina Bay Sands di Singapura.
Q_0150,Geo Explorer,Video,VID_030,Gedung pencakar langit 'The Shard' ini berada di kota manakah?,New York,Toronto,London,Paris,3,Itu adalah The Shard di London.
Q_0151,Geo Explorer,Audio,AUD_001,Lagu kebangsaan ini berasal dari negara manakah?,Spanyol,Italia,Jerman,Perancis,4,Audio mewakili lagu kebangsaan Perancis.
Q_0152,Geo Explorer,Audio,AUD_002,Lagu kebangsaan ini milik negara mana?,Thailand,Korea Selatan,Jepang,Cina,3,Audio mewakili lagu kebangsaan Jepang.
Q_0153,Geo Explorer,Audio,AUD_003,Lagu kebangsaan negara mana yang diputar di sini?,India,Nepal,Sri Lanka,Bangladesh,1,Audio mewakili lagu kebangsaan India.
Q_0154,Geo Explorer,Audio,AUD_004,Lagu kebangsaan ini berasal dari negara manakah?,Amerika Serikat,Australia,Inggris,Kanada,1,Audio mewakili lagu kebangsaan Amerika Serikat.
Q_0155,Geo Explorer,Audio,AUD_005,Lagu kebangsaan ini milik negara mana?,Australia,Irlandia,Selandia Baru,Inggris,4,Audio mewakili lagu kebangsaan Inggris.
Q_0156,Geo Explorer,Audio,AUD_006,Lagu kebangsaan negara mana yang diputar di sini?,Jerman,Swiss,Polandia,Austria,1,Audio mewakili lagu kebangsaan Jerman.
Q_0157,Geo Explorer,Audio,AUD_007,Lagu kebangsaan ini berasal dari negara manakah?,Italia,Spanyol,Yunani,Portugal,1,Audio mewakili lagu kebangsaan Italia.
Q_0158,Geo Explorer,Audio,AUD_008,Lagu kebangsaan ini milik negara mana?,Spanyol,Meksiko,Argentina,Portugal,1,Audio mewakili lagu kebangsaan Spanyol.
Q_0159,Geo Explorer,Audio,AUD_009,Lagu kebangsaan negara mana yang diputar di sini?,Amerika Serikat,Perancis,Inggris,Kanada,4,Audio mewakili lagu kebangsaan Kanada.
Q_0160,Geo Explorer,Audio,AUD_010,Lagu kebangsaan ini berasal dari negara manakah?,Selandia Baru,Australia,Afrika Selatan,Kanada,2,Audio mewakili lagu kebangsaan Australia.
Q_0161,Geo Explorer,Audio,AUD_011,Lagu kebangsaan ini milik negara mana?,Vietnam,Korea,Jepang,Cina,4,Audio tersebut mewakili lagu kebangsaan Tiongkok.
Q_0162,Geo Explorer,Audio,AUD_012,Lagu kebangsaan negara mana yang diputar di sini?,Chili,Argentina,Brazil,Kolumbia,3,Audio tersebut mewakili lagu kebangsaan Brasil.
Q_0163,Geo Explorer,Audio,AUD_013,Lagu kebangsaan ini berasal dari negara manakah?,Polandia,Rusia,Ukraina,Belarusia,2,Audio tersebut mewakili lagu kebangsaan Rusia.
Q_0164,Geo Explorer,Audio,AUD_014,Lagu kebangsaan ini milik negara mana?,Korea Utara,Jepang,Korea Selatan,Cina,3,Audio tersebut mewakili lagu kebangsaan Korea Selatan.
Q_0165,Geo Explorer,Audio,AUD_015,Lagu kebangsaan negara mana yang diputar di sini?,Meksiko,Spanyol,Argentina,Kolumbia,1,Audio mewakili lagu kebangsaan Meksiko.
Q_0166,Geo Explorer,Audio,AUD_016,Lagu kebangsaan ini berasal dari negara manakah?,Argentina,Chili,Brazil,Uruguay,1,Audio mewakili lagu kebangsaan Argentina.
Q_0167,Geo Explorer,Audio,AUD_017,Lagu kebangsaan ini milik negara mana?,Mesir,Kenya,Afrika Selatan,Nigeria,3,Audio mewakili lagu kebangsaan Afrika Selatan.
